"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"XM_011427263.3" 3.5088099422456 3.4576040836868 0.794144461814163 4.35387294118777 1.33753247856238e-05 0.00258362637313576
"XM_011427409.3" 40.2959841267371 -0.601174269266472 0.181190757813161 -3.31790802424032 0.000906943437042453 0.0485816827317934
"XM_011427593.3" 30.6459236846483 -0.777785830739391 0.223118599433392 -3.48597487038091 0.000490347065392721 0.0322899621243736
"XM_011428050.3" 7.87620161163659 -3.98098135399701 0.923051769623895 -4.31284732341621 1.61165416776498e-05 0.00296917003670552
"XM_011428302.3" 5.53307172447331 2.34312602170154 0.595245903459572 3.93640007950207 8.27130362233795e-05 0.00972815218987024
"XM_011428362.3" 43.3917640918921 -2.03683362284003 0.589125802642171 -3.45738314924423 0.000545448733228618 0.0347690840509251
"XM_011428813.3" 5.80023420857106 2.22769101896025 0.620700590678009 3.58899452073484 0.000331955817147488 0.0251308688934079
"XM_011429405.3" 71.7207068840047 -0.529697208979032 0.158405619931383 -3.3439293959929 0.000826007562012204 0.0458650052551446
"XM_011429412.3" 39.2247465716694 -2.72138381172515 0.738602959581476 -3.68450163436551 0.000229150555514141 0.0194106074786885
"XM_011429469.3" 4.89216864631806 -1.33021760452102 0.398950325748698 -3.33429381721808 0.000855162736205848 0.0468394823866245
"XM_011429964.3" 21.6619025125622 -1.07989862544035 0.302025371526182 -3.57552287737765 0.000349528607292145 0.0254698743759876
"XM_011430087.3" 73.6919052912979 0.68000304765485 0.163881572303693 4.14935638031785 3.3341139373271e-05 0.00515848929177133
"XM_011430130.2" 8.34767748215322 1.59517607773226 0.481979983054973 3.30963138265913 0.000934189114172664 0.0495415564840452
"XM_011430224.3" 82.7316892849441 -3.60006738722779 0.725669358036817 -4.96102990619199 7.01203938855781e-07 0.000205034604946894
"XM_011430225.3" 10.3341164442055 22.2392897134032 2.94686657712057 7.5467582706556 4.46225699863628e-14 5.26744648372354e-11
"XM_011430243.2" 251.707413531501 -1.89845477783065 0.427545147750373 -4.44036094859176 8.98081186497625e-06 0.00186810595022196
"XM_011430257.3" 25.1502168835693 -0.660410705691211 0.188077943556248 -3.51136711303791 0.000445808286380458 0.0304256995792676
"XM_011430301.3" 61.6082061345134 -2.79478583788205 0.595602333574655 -4.69236885139192 2.70059656813285e-06 0.000688587310556241
"XM_011430339.3" 20.1964924424461 1.68619744071713 0.425386975220228 3.96391412746984 7.37307840971988e-05 0.0088343892885185
"XM_011430436.3" 29.1963223032311 -0.756269828408574 0.215205575692034 -3.5141739519371 0.000441123838103847 0.0303131399503449
"XM_011430500.3" 26.8703843177124 -24.172768943936 2.65905952707704 -9.0907212485415 9.83842124943687e-20 2.72866194806669e-16
"XM_011430508.3" 4.15334243589964 -3.47974701385454 0.979030919592349 -3.55427693264626 0.000379019883529867 0.0270248808229618
"XM_011430645.3" 22.530950055524 0.795236161677103 0.190632165158769 4.17157388426442 3.02502937301585e-05 0.00486815200013598
"XM_011430696.3" 68.2495661332155 0.775940128919715 0.221270436717363 3.50675011280812 0.00045361491342236 0.0306590902719703
"XM_011430699.3" 45.4713275467702 -0.949382871100471 0.2154543540515 -4.40642230360098 1.05091980045888e-05 0.00216096231485325
"XM_011430921.3" 22.4993221130806 1.84631062176688 0.447141414324641 4.12914250977072 3.64118672352876e-05 0.00550009020153121
"XM_011430923.3" 98.6285661858198 0.54793639442605 0.103358004993694 5.30134453020332 1.14952917401528e-07 4.21124067059944e-05
"XM_011431087.3" 42.0277309749832 0.654567508140832 0.145002085161835 4.51419376080196 6.35580891187325e-06 0.00142656578619172
"XM_011431174.3" 230.042624691753 0.908869238326256 0.22506595110642 4.03823516555158 5.38548492157884e-05 0.00697748680571386
"XM_011431272.3" 46.7258625658079 -0.70225079655892 0.199980092720072 -3.51160351516547 0.000445411961736863 0.0304256995792676
"XM_011431577.3" 119.959146433383 2.05084001770403 0.52700158816784 3.89152530798612 9.96159960335575e-05 0.0111402141248475
"XM_011431655.3" 1024.72884792241 -3.68128510055465 0.492978709142014 -7.46743222838487 8.17748181100318e-14 8.68775667600978e-11
"XM_011431825.3" 15.3547592263269 -0.799686193560418 0.219253450215069 -3.6473140686087 0.00026499593887832 0.0215465861477526
"XM_011431987.3" 115.899514793217 2.16900851280214 0.512424109445957 4.23283852734274 2.30760189033456e-05 0.00387094144467069
"XM_011431991.3" 18.4542935467809 1.83929079105717 0.457698817686036 4.01856137701201 5.85545573153153e-05 0.00746500340301491
"XM_011432386.3" 13.0654763954317 -4.01207532923434 0.917188144227872 -4.37432096618723 1.21811045245195e-05 0.00239651952719436
"XM_011432388.3" 62.7522494908849 -2.07392212279966 0.506063566604918 -4.09814548933683 4.16473488776886e-05 0.00608891882307198
"XM_011432500.3" 18.7746296995967 1.81542526577015 0.459648701936919 3.94959293503953 7.82842120313368e-05 0.00930997912635361
"XM_011432571.3" 9.17868540076901 2.82289273057744 0.779036238735384 3.6235704967459 0.00029056396022077 0.0228099865521093
"XM_011432647.3" 267.290272950827 0.462863321069573 0.119048019664927 3.88803881301301 0.000101057469411951 0.011261900926915
"XM_011432819.3" 25.247867792761 0.66530167444759 0.200982014841016 3.31025477565178 0.000932110868021082 0.0495137293092799
"XM_011432843.3" 41.9902834043823 -0.673265674321007 0.188835506703368 -3.56535529824168 0.000363363599253027 0.0261424935336173
"XM_011432913.3" 17.60202474378 0.949133642047522 0.280617108016855 3.382308544034 0.00071879362173191 0.0421128498379401
"XM_011433143.3" 393.903876103428 -1.46979081242027 0.390654403859404 -3.76238127075932 0.000168303212679906 0.0155934883562034
"XM_011433170.3" 9.60366788859965 -1.6846902566326 0.439532989109518 -3.83290969819066 0.000126636448752187 0.0130619964227498
"XM_011433250.3" 5.39770682303622 3.09931709584884 0.747174447561522 4.14805017217033 3.35318923578717e-05 0.00516293948420331
"XM_011433640.3" 9.37291454915169 5.90053650852248 1.05384419747259 5.59905963583003 2.15517654964863e-08 9.95504159281174e-06
"XM_011433641.3" 12.7530475452326 5.26249696863594 1.39525272874036 3.77171594811139 0.000162128758931112 0.0152931027668315
"XM_011433645.3" 236.919914928387 1.9310390922362 0.405712018804379 4.75962999057044 1.93948181343546e-06 0.000512549939315479
"XM_011433685.2" 44.5289729223342 1.48070007417693 0.369766140148239 4.00442310262189 6.21690092698795e-05 0.0077400416541
"XM_011433770.3" 35.3916272521678 0.685662431858166 0.169338982795057 4.04905250132505 5.14254085402401e-05 0.00677285380576253
"XM_011433782.3" 29.9646423387464 0.653115418180146 0.195004277405714 3.34923636993518 0.000810346316954176 0.0453111540595851
"XM_011433858.3" 181.786413127361 -0.783547707449805 0.183444186311285 -4.27131392498975 1.94324631792852e-05 0.00342183130635457
"XM_011434034.3" 16.8970170933725 0.980822142302764 0.268367315618382 3.65477494918752 0.000257407673928056 0.0211445808851418
"XM_011434093.3" 4.45592897295842 3.06521552749269 0.819211525282752 3.74166553190854 0.00018280470686328 0.0165580004432565
"XM_011434186.3" 312.751950444604 0.943252040895096 0.253143079874049 3.72616166858841 0.000194417732805306 0.0171884015933138
"XM_011434432.3" 29.8003879875406 0.684840390567486 0.168830987114921 4.05636667930708 4.98419910969765e-05 0.00659155161926488
"XM_011434464.3" 43.8844479420681 2.96592757728228 0.871471442448682 3.40335601697807 0.000665634857103897 0.039840108875318
"XM_011434591.3" 67.0545185001124 -0.63589836974965 0.172225358841289 -3.69224586917916 0.000222282413452805 0.0189935256878493
"XM_011434867.3" 504.705043710851 0.663102819843297 0.0883372754149023 7.50648938094182 6.0734061562302e-14 6.73909542789746e-11
"XM_011435315.3" 457.319170713284 0.60083073386296 0.158775150825372 3.78416100214436 0.000154227964665383 0.0149864441762655
"XM_011435569.3" 1625.40576881907 0.579472410208692 0.174522774135984 3.32032545939925 0.000899125618796955 0.0483253486042101
"XM_011435952.3" 8.91068371355117 0.960368183971749 0.285271999410164 3.36649999283993 0.000761285841826364 0.0439559825193657
"XM_011436004.3" 12.5290829267856 -0.76739696424097 0.208467369383751 -3.68113708399289 0.000232196116059044 0.019526529316712
"XM_011436622.3" 114.250088960757 0.449542709600379 0.107873967016709 4.16729561387827 3.08234666493167e-05 0.00486815200013598
"XM_011436623.3" 1407.94105206064 0.750449435329612 0.215313693249806 3.48537719084566 0.0004914437535083 0.0322954542511681
"XM_011436760.3" 78.8504771137912 -0.551738639004284 0.15131945935912 -3.6461843132473 0.000266163101699334 0.0215856243698758
"XM_011436951.3" 120.111611893447 -0.495180153619035 0.147194518968126 -3.36412087277694 0.000767879049012325 0.044027435399295
"XM_011437136.3" 5.78612942672662 -5.36534442572199 1.42521235655076 -3.76459297525808 0.000166820590250581 0.0155465083405453
"XM_011437363.3" 5.19724948969648 -2.27180168790583 0.589400598429983 -3.85442718239063 0.00011600090144472 0.0122829924612828
"XM_011437364.3" 3.77649153538448 2.04280903028703 0.556699511966363 3.66950030739467 0.000243025045665549 0.0202766865325978
"XM_011437548.3" 24.1493073481609 3.13763443852736 0.660642901769655 4.74936524728052 2.04056110685557e-06 0.000533088226210661
"XM_011437549.3" 12.5115370401127 1.74455432135384 0.460434794815278 3.78892807624094 0.000151298705631053 0.0148375149103782
"XM_011437582.3" 84.608878889843 -0.599259743434406 0.169234173491257 -3.54100907087401 0.000398599874439196 0.0282688664559619
"XM_011437603.3" 117.486825300661 3.9539275714046 0.50618161223781 7.81128250377258 5.66089698238606e-15 8.59162422012421e-12
"XM_011437870.3" 3.07803113564915 -2.2011863245396 0.638849752368454 -3.44554618105272 0.000569906577610204 0.0356871896761005
"XM_011437990.3" 1600.00370071807 8.77944991543938 0.812519459733903 10.8052180292576 3.25183562314902e-27 2.59106262452514e-23
"XM_011438030.3" 76.7210327672787 0.8149613980274 0.147494389346888 5.52537219643465 3.28787844015642e-08 1.43549673485843e-05
"XM_011438102.3" 249.812528501779 3.054831142274 0.447593514726696 6.82501207404515 8.79179207315482e-12 7.78366658209973e-09
"XM_011438148.3" 42.4508478831828 -0.631632254001965 0.180728982630954 -3.49491401327561 0.000474214504081908 0.0314223797798307
"XM_011438370.3" 6.74388817453533 2.32248381999236 0.681734599148145 3.40672722624669 0.000657467982958173 0.0395532532601974
"XM_011438573.3" 17.9297263154296 1.22611887308063 0.342722549368774 3.57758447857865 0.000346784156794987 0.0254698743759876
"XM_011439059.3" 36.5259250201622 -0.806273591433196 0.232781508471445 -3.4636496546808 0.000532900073661765 0.0343817634569793
"XM_011440038.3" 10.402741805744 1.92130526871022 0.535841308612001 3.58558632533765 0.000336321725746685 0.0251625493967097
"XM_011440133.3" 141.916109970883 -0.780280388438252 0.232600187977578 -3.35459913090642 0.000794800698343434 0.0449146947829821
"XM_011440434.3" 20.094790801692 0.984484007542522 0.231141382428447 4.25922869024669 2.05133516096834e-05 0.00353406239191259
"XM_011440442.3" 31.8013219501091 -0.835227726695856 0.210349335260827 -3.97066967509167 7.16708922579217e-05 0.00873979906761467
"XM_011440790.3" 622.2308308964 -0.453597345222458 0.115387195676125 -3.93108908284449 8.45619295065884e-05 0.00990866844571318
"XM_011441056.3" 143.472983165087 0.731199565762081 0.153052898794662 4.77743036244656 1.77549508301221e-06 0.000483663070818506
"XM_011441100.3" 40.5947596806493 0.735316107886804 0.217793618501937 3.37620593727482 0.000734928872425769 0.042629332184262
"XM_011441269.3" 31.3116529583797 -1.22293184984781 0.289865723101971 -4.21895985755308 2.45431961912328e-05 0.00408987290854065
"XM_011441367.3" 7.70877461676302 -1.34868844142413 0.360459938818032 -3.74157651429047 0.00018286948280705 0.0165580004432565
"XM_011441514.3" 13.2445592023 0.848682021225091 0.230153134166532 3.68746671340574 0.000226497710745548 0.0193019653392569
"XM_011441523.3" 3.7698491672903 -1.41046346632458 0.377470920166084 -3.73661490454413 0.000186514237679241 0.0167453007980641
"XM_011441619.3" 6.04830073247203 2.92523288121684 0.883631140688332 3.31046830121688 0.000931400009264074 0.0495137293092799
"XM_011441686.3" 18.1697163948132 -4.53614705572005 1.2628020909029 -3.59212824273731 0.000327988362626157 0.0249333400858969
"XM_011441767.3" 16.0023126365504 5.57935507345285 1.56111113935768 3.57396403932424 0.000351617241636374 0.0254698743759876
"XM_011442016.3" 262.029324462359 -0.448875576352685 0.105659058378729 -4.24833973764667 2.15360627293872e-05 0.00367057428508572
"XM_011442020.3" 26.5683906234392 -0.884166721150707 0.21651897204851 -4.08355310754299 4.4352287265436e-05 0.00621993466306194
"XM_011442175.3" 6.09748505111761 -5.93944730172501 1.77117853199328 -3.35338713429456 0.000798289640834108 0.0449524512944606
"XM_011442247.3" 12.0966741631031 -1.61198086153737 0.431186602227638 -3.73847622632382 0.000185138996331631 0.0166687855680275
"XM_011442617.3" 874.592719897969 0.402824067823957 0.106845102823349 3.77016875064421 0.0001631372017246 0.0153377843462137
"XM_011443066.3" 1291.97429192723 0.737600184299305 0.13186926919701 5.59341982245572 2.22640063181368e-08 1.01371201338808e-05
"XM_011443186.3" 37.1591852032447 -1.12453900807498 0.297419111947539 -3.78099107589741 0.000156205274149672 0.0150802087077224
"XM_011443323.3" 34.8929455161679 0.548157714976583 0.159100577661638 3.44535339238278 0.000570313245331077 0.0356871896761005
"XM_011443599.3" 19.924914041222 -0.823772062991646 0.22229463917506 -3.70576666197926 0.000210752260949283 0.0181543136783123
"XM_011443620.3" 146.431064867348 0.766555187549422 0.186793330419108 4.10376101667818 4.06487364958061e-05 0.00599794689627006
"XM_011443836.3" 33.6761150381631 -0.632707683914588 0.151761573949352 -4.16909015536266 3.05818010403325e-05 0.00486815200013598
"XM_011444212.3" 4.24478819679321 -1.85415940652298 0.512892162139647 -3.61510575398137 0.000300225040222551 0.0232251759271193
"XM_011444215.2" 4.24478819679321 -1.85415940652298 0.512892162139647 -3.61510575398137 0.000300225040222551 0.0232251759271193
"XM_011444354.3" 22.4407279984556 -2.76486529433051 0.787745181603908 -3.50984729440178 0.000448364110072949 0.0304696394802666
"XM_011444450.3" 57.369727594445 -1.1574572654951 0.314288702134531 -3.68278356057371 0.000230701025116143 0.0194521245304278
"XM_011444504.3" 6.52527523756299 -1.26165803443617 0.33731992759652 -3.74024162588248 0.000183843440175983 0.0165990315163993
"XM_011444981.3" 20.5830767407763 0.81425373192934 0.209890163401791 3.87942778609696 0.000104702478460464 0.0115870742829581
"XM_011445239.3" 20.9903161094338 0.872306671775999 0.217546355059879 4.00975080247104 6.07828616429942e-05 0.00770000105381797
"XM_011445240.3" 15.3451094469675 1.41252833187451 0.427454335420151 3.30451282120256 0.000951416240682469 0.0499564059687507
"XM_011445288.3" 136.506825719012 -0.496833631054854 0.143891176713914 -3.45284292199975 0.000554711912661502 0.0351668613716392
"XM_011445572.3" 7.1466835827924 -3.95156676177964 1.07397094000549 -3.6793982170127 0.000233784972054245 0.0196084069192445
"XM_011445615.3" 57.5309329251779 -0.686035451539315 0.206084792123804 -3.32889896663109 0.000871900271473117 0.0473410655066289
"XM_011445887.3" 326.745146480123 0.532309338762123 0.151806362235161 3.50650217108509 0.000454037732441327 0.0306590902719703
"XM_011445894.3" 8.39495022962568 -6.39984071120278 1.34479620866679 -4.75896694975625 1.94586290967536e-06 0.000512549939315479
"XM_011445901.3" 2474.68491322428 0.521331712978388 0.129673724970565 4.0203342126304 5.81156355388771e-05 0.00743880134897626
"XM_011445971.3" 36.6835397351195 -0.650233999769042 0.173088756879953 -3.75665070042657 0.000172202589438551 0.0158625460421546
"XM_011446090.3" 15.7986412606362 0.867934464947868 0.197510648098211 4.39436796600602 1.11095500787065e-05 0.00224103531714261
"XM_011446139.3" 78.8744692001001 0.673777303046091 0.149060213759216 4.52016863557217 6.1790391298864e-06 0.00139672578118964
"XM_011446277.3" 96.8609596102395 -2.20445096319347 0.339194720853874 -6.49907214842284 8.08168989352230e-11 6.13284810205578e-08
"XM_011446311.3" 2.75676095082909 3.99550875321979 1.10507241811975 3.61560807030008 0.00029964343535794 0.0232251759271193
"XM_011446726.2" 4.70816188245875 -5.5641929866271 1.20361025211781 -4.62291923555539 3.783770702324e-06 0.000920093232785917
"XM_011446920.3" 45.6113911473958 -0.696195680131605 0.1706036885689 -4.08077742029851 4.48853216774676e-05 0.00621993466306194
"XM_011447253.3" 5.27786130663539 -1.84325949092525 0.454094176412151 -4.05920090296917 4.92409352864466e-05 0.00653919620604011
"XM_011447370.3" 75.9994060453654 0.479487058625701 0.131927446380883 3.63447540128527 0.000278546830740646 0.0222502370660799
"XM_011447398.3" 14.6805992363319 -0.765749843345621 0.226795909056508 -3.37638296268751 0.000734456118443916 0.042629332184262
"XM_011447411.3" 23.143209101105 -6.21065006629232 1.1320099089644 -5.48639196274708 4.1022611787777e-08 1.72035879328951e-05
"XM_011447654.3" 148.897169088963 0.598456693341579 0.118762939690388 5.03908622421895 4.67759730887828e-07 0.000144742117891814
"XM_011448021.3" 39.8599854729022 -1.15009851421326 0.308683767159433 -3.7258146898902 0.000194685397062823 0.0171884015933138
"XM_011448507.3" 25.906836325557 -1.10721860080263 0.331812636725462 -3.3368789438804 0.000847248422348581 0.0466381722229602
"XM_011448744.3" 15.0696963683801 1.03266980906435 0.262984371330829 3.92673451976839 8.61069321780392e-05 0.00997963688137624
